radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
-1.067342370430779,-0.7251958953049683,-1.0835293343876067,-0.9220545149062207,-0.14959664198331052,-1.0495789850674009,-0.9865230052337939,-1.111948564367334,0.27653326918156007,-0.11850926483195873,-0.6924222331086833,-0.4752017409362049,-0.7417815618912644,-0.5811607152373687,0.0014830977430012383,-1.0071502815025561,-0.699054143633145,-1.023334798830867,-0.6065374209824025,-0.4360650608921888,-1.0232779874316889,-0.671944181901876,-1.05993595310075,-0.8534818773022687,-0.1738403504525674,-1.0740234784998353,-1.0959399410329347,-1.375841680148717,-0.36257905917357686,-0.5722424672250758
-0.5277325887507923,2.497844963860407,-0.5980091579385867,-0.5370531040748595,-1.3708639673711065,-1.3541466279315206,-1.1102882525503102,-1.2501735281529986,-0.4128647802461126,-0.47126404740337585,0.1331571421818395,4.401028783524079,0.001133863929489637,-0.12444316613246435,0.08583428187619543,-0.9529317842250219,-1.0144292971925357,-1.9088121229035555,1.2967285340352939,-0.242909011182057,-0.5809976903537576,2.0099382984959613,-0.6564904308565481,-0.5607838453701431,-1.666596656654851,-1.3083575794038265,-1.3030881656231192,-1.7336160539082324,-0.8128423004595811,-0.9601294541973397
1.5255518112827995,0.4343415650408715,1.5100544983528643,1.4841357972006715,0.9245554839773689,1.0488081082495533,1.303867856173038,1.967109978341367,0.9659313186092328,-0.4141792485640177,1.186991129951665,-0.8028917101359424,0.8281620964694785,1.0894856985913108,-0.31058294316083224,0.7790661353325147,0.17975804316278593,1.4074978551521193,0.22410995976535872,0.28007010454254533,1.4534916762047272,-0.05254134859131857,1.2919549208414536,1.3738828587973144,0.5185407834043843,1.0961337171963175,0.8250952366446532,1.9177561772367597,1.1802346940564081,0.23132219023728262
-0.7297403531745824,-2.0574807732125358,-0.7459504833801129,-0.6913276907638675,-0.7387613401675089,-0.8635179250470271,-0.9431073305328421,-1.0261207979548337,0.08170338564765217,-0.2663442566979887,-0.9705416993911563,-1.5792676671460928,-0.8628456594235733,-0.6539552271253884,-0.9860592240060955,-0.6722040829597166,-0.7018588633782383,-1.1567606813298998,-0.03832645907958587,-0.6744123373269552,-0.8041482038794411,-2.138083867131652,-0.7677558506731796,-0.7140297689851812,-1.014277827398427,-0.5950236547175792,-0.909771144298143,-1.0251296312807165,0.811085051384427,-0.5515472773713725
0.06722178592201387,0.08411392395682174,0.08596889410272489,-0.051759510777819685,0.0742437092981417,0.17479820579487432,0.03784232235824077,0.21860820714180967,0.2540528980045711,0.15813245262031356,-0.41465392776848625,1.1332265365350231,-0.2458563430842166,-0.29509394711570475,0.30788127251930764,0.17427948397367413,0.020512288746927634,0.3858552282875429,-0.7245134257842584,0.23670110470196848,-0.0020125741790111345,0.8254951145856145,0.04925023198037271,-0.11080267558943284,0.46193100516450786,0.3089932680313536,0.20610761298328958,0.61798787273453,-0.3013300153221722,0.5831404177502354
0.21941941665226677,0.08174752097652457,0.12686324422477266,0.07894915325531875,-0.862647823895609,-0.9812611804650483,-0.8721746789087519,-0.7624242928838373,-1.109756286732782,-1.4870807241857962,-0.7851287218695078,-0.29689181877310494,-0.7758156455348855,-0.5055220236662946,-1.1494271300348118,-0.9670852072091172,-0.7567690432766225,-0.8723443979835313,-0.168340831718366,-0.8318527401095531,-0.07237534871413616,-0.004768257724281061,-0.15883055313125022,-0.185322921650313,-1.2189439487272118,-0.9995712276477268,-0.9368931974265109,-0.8690071725087145,-0.4205173438978789,-1.3491990234469584
-1.3227576670926395,0.5360968931936697,-1.3064436350528876,-1.0757810568823016,-1.180810838924591,-0.8474880491068103,-0.6535064356262115,-1.12118033173937,-2.0127178623418525,0.647012524731737,-1.0147879781179134,-0.08401160557838364,-0.830270179364679,-0.7082831810712608,-0.5222944132184543,0.05397538860886424,0.1495293970212238,-1.0824740486824915,-0.13583723855867108,0.2844434490642841,-1.2816098882249352,0.35270624979803483,-1.1902754448859472,-0.9946161582166672,-1.0404054173552932,-0.4264890712622424,-0.4204401648601977,-1.3483436917413287,-0.86746982605678,0.4962206203646824
1.536620729881363,0.09594593885831007,1.5381192484366224,1.4923564678945795,0.6852293222299044,1.5258877493274354,1.8456465573708307,1.1998922539623351,-0.2929694673021692,0.6074922793814134,1.258979123118214,-0.8154461842474261,0.5996475348623095,1.064341501393297,0.466914927979915,1.351191041343443,1.1046922879891417,1.2673039931060335,-0.7184942418657961,1.2596992774120437,1.7972640889334832,-0.04265726082572478,1.5029257168574048,1.7506895205949933,1.676863938158782,2.2003258156968,2.7080461376297937,2.033458095672218,-0.25001324885207626,2.7218404663457836
0.6704778495437432,2.0505948005841543,0.6400472457563544,0.539032689757707,-0.8387152077208622,-0.05038338479388563,0.021087540853929672,0.08352757829212443,-0.8287516470204151,-0.9279424381182387,0.171433684889907,-0.2786969287564621,0.2641687103751886,0.152143003045686,-0.3929337039548993,0.629366469154584,0.45960674661766043,0.600174580610869,-0.8978659226359649,0.032611693687489555,0.5307341473012249,1.3625305498495548,0.5463321075248051,0.38981188937034056,-0.8096117060696427,0.3529026614220162,0.30486212698727805,0.3971023920850183,-1.129019797097915,-0.3233088978419609
-0.035165711114701376,1.8305193234164747,-0.03831785626820544,-0.16712292284899632,0.19883409350196932,0.14617342733020167,-0.5645960257456708,-0.16751612299648977,-1.0273282590838209,-0.16242064855454197,-0.1512832210615989,0.48002998493754484,0.003078668709125121,-0.233470053982868,0.05816175901827013,0.05615283829872516,-0.369032120293822,0.7113628160267298,0.019457706537649423,0.5472085657454254,-0.2090801678109513,1.2060324935609839,-0.21952078212214005,-0.3121587354875674,-0.36544267680291886,-0.1830502284934227,-0.6765403877796321,-0.1588678653321205,-1.0760476510642674,-0.02707203736466764
-0.6384217747364307,0.5029672514695027,-0.6216637330091831,-0.6285765711337026,-2.1352998840115376,0.027857676342886814,-0.036881557197481964,-0.6499828755732054,-1.731713222629487,0.4830766921674277,-0.5322928434308959,0.5928383030407306,-0.450547046140851,-0.43132603193445107,-0.07586660470324821,1.8988196383434375,1.0619982207582752,0.5937288858041524,0.349308985269369,1.8668652751801187,-0.713681779477137,0.3840058610557494,-0.701863602054499,-0.6477521686511252,-1.6513555625133456,0.549849205306605,0.21744784425647468,-0.4188215262325666,-0.9850017750689355,0.9373238098178971
-0.671628530532122,-0.4388611346889554,-0.6593506831216586,-0.6535126055718905,0.7626583745599667,-0.1490434545687917,-0.46431193207023286,-0.13330575889303128,-0.7987778187844295,0.5782180235663572,0.10822471528025418,1.2351179206282232,0.12997718058034038,-0.21656985586617025,-0.16488544329440577,-0.41363193228874523,-0.47311838638951026,0.2118214685061956,-0.2754823054669901,-0.5410253294139207,-0.570945865420168,0.35105890183710287,-0.5570740557476618,-0.5718861845123961,0.10485394242067056,-0.4477980415841815,-0.6576400023243233,-0.21596751339117795,-0.6986211105745287,-0.36056023957862676
1.8133436948454589,2.7699813065946355,1.7385817490348965,2.0760240871620526,-0.12496012533283601,0.1786148429234975,0.5615209676243691,0.9247000603653971,-0.15808724024023357,-0.8898859055586673,2.684341387815888,0.7074661101455805,2.3665026771611446,3.267344155897954,-0.8436957630382141,-0.5970820686595186,-0.3465943623330748,-0.4134109277453116,-0.838877920235037,-0.5479497915733406,3.246737244357068,3.5106722909053167,3.069311627003232,4.272266243964282,0.3312930553801772,0.062325793395573585,0.3232900028062042,0.75923437056483,-0.053023080789449076,-0.0879750246484227
-1.0341356146350877,-0.9358057605514578,-1.0310081592308586,-0.9091754641524313,0.6218782794143992,-0.5289896807232166,-1.0290459069056839,-0.9442926255808994,-0.08689939817976794,0.24595522006548004,-0.7594939730833707,-0.5921948837432184,-0.8137393387377774,-0.6040378126880204,-0.18955733114364054,-0.9628391803138885,-0.9266415691711124,-1.107612258428686,-0.6763599544365619,-0.35770930487770125,-0.9689981327903064,-0.9964717302055454,-0.9920206968490399,-0.8358190650305025,0.07001715581151596,-0.90045222933204,-1.1783928725817194,-1.0628454514460413,-0.47183411036797485,-0.05781917657588409
1.6666805234144877,1.7547944280469503,1.6583967487955869,1.5690827277043882,0.18194048208450095,1.1823904077513603,0.8966165977105887,1.931893427058395,0.2390659838865778,-0.38344127995821037,1.9964171018974985,1.2078255856032587,2.0645717351227364,1.286723376611795,0.45257856071617064,1.1427002335392702,0.8254668555887323,2.1777583845547492,1.981711663956274,0.17620317215124784,1.5781343053812353,1.3114627630606532,1.5087057386660607,1.309960300099494,-0.20432253873557812,0.5608265536542708,0.44661501790209424,1.500027173015234,0.6140948833217998,-0.4344716319132808
